revista,lda_topic_number,lda_topic_name,lda_keywords,lex_matched_voyant_idx,lex_matched_voyant_keywords,lex_match_lex_score,lex_match_emb_score,emb_matched_voyant_idx,emb_matched_voyant_keywords,emb_match_lex_score,emb_match_emb_score
Fémina,3,Economía Doméstica,"casa, luto, cocina, costura, labores, receta, hogar, económica",6,"hogar, cultura, noble, edificio, atraviesa, evolución, página, santo, hagan, sana",0.1118,0.8842,6,"hogar, cultura, noble, edificio, atraviesa, evolución, página, santo, hagan, sana",0.1118,0.8842
Fémina,4,Literatura y Leyendas,"leyenda, historia, cuento, literaria, prosa, página, tristeza, tradición",0,"mujer, años, alma, espiritual, historia, tratar, intereses, reir, merma, conciencia",0.1118,0.9075,0,"mujer, años, alma, espiritual, historia, tratar, intereses, reir, merma, conciencia",0.1118,0.9075
Filipinas,5,Infancia y Crianza,"niño, madre, hijo, alimento, cuna, leche, nodrizas, sangol",1,"mujer, ciencia, vida, mulas, pepe, palabra, tumba, querida, niño, mes",0.1118,0.9093,1,"mujer, ciencia, vida, mulas, pepe, palabra, tumba, querida, niño, mes",0.1118,0.9093
Fémina,6,Feminismo y Rol Social,"espíritu, moderno, influencia, intelectual, derechos, compañera, belleza, acción",4,"fémina, hombres, intelectual, palabra, república, melancolía, almas, elocuente, aspiraciones, glorioso",0.1118,0.9212,0,"mujer, años, alma, espiritual, historia, tratar, intereses, reir, merma, conciencia",0.0,0.9244
Fémina,7,Crónica Social,"boda, fiesta, noticia, semana, compañía, pueblo, manila, nacional",1,"patria, revista, pueblo, petronila, noche, sociedad, compleja, fundar, distinción, 1922",0.1118,0.9286,1,"patria, revista, pueblo, petronila, noche, sociedad, compleja, fundar, distinción, 1922",0.1118,0.9286
Fémina,8,Comercio y Avisos,"vende, precio, bazar, alhajas, maquinas, anuncio, calidad, barato",0,"mujer, años, alma, espiritual, historia, tratar, intereses, reir, merma, conciencia",0.0,0.8141,9,"rico, pueblo, of, aspira, ronal, his, ficina, periódicos, vahan, logrado",0.0,0.8976
Fémina,1,Literatura y Poesía,"poesía, versos, alma, ritmo, lirica, bardo, rimas, ensueño",0,"mujer, años, alma, espiritual, historia, tratar, intereses, reir, merma, conciencia",0.1118,0.9069,4,"fémina, hombres, intelectual, palabra, república, melancolía, almas, elocuente, aspiraciones, glorioso",0.0,0.9267
Fémina,2,Patriotismo y Soberanía,"patria, libertad, nacional, republica, soberanía, derecho, independencia, pueblo",1,"patria, revista, pueblo, petronila, noche, sociedad, compleja, fundar, distinción, 1922",0.2236,0.8397,9,"dominicana, libertad, tierra, mundo, fuerzas, querido, inteligente, culto, levanta, nacional",0.2236,0.8946
Fémina,3,Feminismo e Intelectualidad,"mujer, cultura, intelectual, civilización, educación, capacidad, emancipación, pensamiento",0,"mujer, años, alma, espiritual, historia, tratar, intereses, reir, merma, conciencia",0.1118,0.8758,8,"aparece, dulce, familia, desarrollo, aliento, sagrada, insigne, campo, pensamiento, cívica",0.1118,0.8879
Fémina,4,Religión y Devoción,"virgen, altagracia, fe, coronación, dios, plegaria, iglesia, santo",6,"hogar, cultura, noble, edificio, atraviesa, evolución, página, santo, hagan, sana",0.1118,0.8964,6,"hogar, cultura, noble, edificio, atraviesa, evolución, página, santo, hagan, sana",0.1118,0.8964
Fémina,5,Crónica Social,"boda, enlace, hogar, felicitación, duelo, pesame, natalicio, viaje",6,"hogar, cultura, noble, edificio, atraviesa, evolución, página, santo, hagan, sana",0.1118,0.9023,5,"ideas, queda, produce, mañana, amor, viajero, sér, mordido, informaciones, apoyos",0.0,0.9058
Fémina,6,Hogar y Familia,"madre, hijos, hogar, familia, educar, sacrificio, abnegación, cuna",6,"hogar, cultura, noble, edificio, atraviesa, evolución, página, santo, hagan, sana",0.1118,0.8452,8,"aparece, dulce, familia, desarrollo, aliento, sagrada, insigne, campo, pensamiento, cívica",0.1118,0.8984
Fémina,7,Sociedad y Moral,"egoismo, sociedad, ambiente, costumbre, virtud, honestidad, caridad, bien",1,"patria, revista, pueblo, petronila, noche, sociedad, compleja, fundar, distinción, 1922",0.1118,0.8672,8,"aparece, dulce, familia, desarrollo, aliento, sagrada, insigne, campo, pensamiento, cívica",0.0,0.8837
Heraldo de la Mujer,8,Avisos y Comercio,"farmacia, drogas, precios, anunciante, almacen, calzado, venta, agencia",3,"mujeres, juan, precios, población, señorita, ene, necesarios, vor, pictorial, empezaremos",0.1118,0.7903,4,"prestigiosas, derechos, señoras, compra, levadura, sr, subscrinción, idea, cartas, recibiendo",0.0,0.8453
