revista,lda_topic_number,lda_topic_name,lda_keywords,lex_matched_voyant_idx,lex_matched_voyant_keywords,lex_match_lex_score,lex_match_emb_score,emb_matched_voyant_idx,emb_matched_voyant_keywords,emb_match_lex_score,emb_match_emb_score
Fémina,3,Rol Social de la Mujer,"mujer, feminismo, dignidad, virtud, belleza, espíritu, influencia, compañera",0,"mujer, años, alma, espiritual, historia, tratar, intereses, reir, merma, conciencia",0.1118,0.8666,0,"mujer, años, alma, espiritual, historia, tratar, intereses, reir, merma, conciencia",0.1118,0.8666
Fémina,4,Higiene y Medicina Casera,"higiene, salud, enfermedad, remedio, médico, cuidado, limón, dientes",0,"mujer, años, alma, espiritual, historia, tratar, intereses, reir, merma, conciencia",0.0,0.7621,1,"mujer, ciencia, vida, mulas, pepe, palabra, tumba, querida, niño, mes",0.0,0.786
Fémina,5,Literatura y Leyendas,"leyenda, cuento, poesía, literaria, historia, corazón, lágrimas, pensamiento",0,"mujer, años, alma, espiritual, historia, tratar, intereses, reir, merma, conciencia",0.1118,0.8892,0,"mujer, años, alma, espiritual, historia, tratar, intereses, reir, merma, conciencia",0.1118,0.8892
Fémina,6,Patriotismo,"patria, filipina, héroes, libertad, nación, pueblo, raza, bandera",1,"patria, revista, pueblo, petronila, noche, sociedad, compleja, fundar, distinción, 1922",0.2236,0.877,9,"dominicana, libertad, tierra, mundo, fuerzas, querido, inteligente, culto, levanta, nacional",0.1118,0.931
Fémina,7,Beneficencia y Salud Pública,"hospital, caridad, enfermeras, beneficencia, socorro, pobres, asilados, donación",0,"mujer, años, alma, espiritual, historia, tratar, intereses, reir, merma, conciencia",0.0,0.7482,4,"prestigiosas, derechos, señoras, compra, levadura, sr, subscrinción, idea, cartas, recibiendo",0.0,0.7928
Filipinas,8,Comercio y Anuncios,"anuncios, comercio, precio, almacén, bizcochos, máquinas, calzado, reloj",4,"continuación, bizcochos, humanidad, barranco, hubiese, hará, discernimiento, incompleta, duda, casa",0.1118,0.7732,4,"prestigiosas, derechos, señoras, compra, levadura, sr, subscrinción, idea, cartas, recibiendo",0.0,0.8463
Fémina,1,Patriotismo y Soberanía Nacional,"patria, libertad, soberanía, independencia, derecho, servidumbre, restauración, nacionalidad",1,"patria, revista, pueblo, petronila, noche, sociedad, compleja, fundar, distinción, 1922",0.1118,0.8462,9,"dominicana, libertad, tierra, mundo, fuerzas, querido, inteligente, culto, levanta, nacional",0.1118,0.8938
Fémina,2,Feminismo e Intelectualidad,"feminismo, intelectual, cultura, evolución, emancipación, derechos, asociación, dignificación",6,"hogar, cultura, noble, edificio, atraviesa, evolución, página, santo, hagan, sana",0.2236,0.8645,1,"patria, revista, pueblo, petronila, noche, sociedad, compleja, fundar, distinción, 1922",0.0,0.8826
Fémina,3,Creación Literaria y Poesía,"versos, bardo, lira, ritmo, estrofa, novela, poeta, inspiración",0,"mujer, años, alma, espiritual, historia, tratar, intereses, reir, merma, conciencia",0.0,0.8668,4,"fémina, hombres, intelectual, palabra, república, melancolía, almas, elocuente, aspiraciones, glorioso",0.0,0.8978
Fémina,4,Religión y Coronación de la Altagracia,"virgen, coronación, fe, templo, religión, iglesia, piedad, sagrado",0,"mujer, años, alma, espiritual, historia, tratar, intereses, reir, merma, conciencia",0.0,0.8341,6,"hogar, cultura, noble, edificio, atraviesa, evolución, página, santo, hagan, sana",0.0,0.8702
Fémina,5,Hogar y Maternidad,"madre, hogar, hijos, abnegación, familia, sacrificio, niños, corazón",2,"humilde, obra, presentaros, doliente, proposito, condición, patriotas, beso, hombre, corazón",0.1118,0.8183,8,"aparece, dulce, familia, desarrollo, aliento, sagrada, insigne, campo, pensamiento, cívica",0.1118,0.8729
Filipinas,6,Necrología y Memoria Histórica,"muerte, fallecimiento, tumba, restos, recuerdo, pésame, vida, memoria",1,"mujer, ciencia, vida, mulas, pepe, palabra, tumba, querida, niño, mes",0.2236,0.8696,1,"mujer, ciencia, vida, mulas, pepe, palabra, tumba, querida, niño, mes",0.2236,0.8696
Fémina,7,Vida Social y Banquetes,"bodas, visita, viaje, aniversario, sociedad, huesped, banquete, fiesta",1,"patria, revista, pueblo, petronila, noche, sociedad, compleja, fundar, distinción, 1922",0.1118,0.8731,8,"aparece, dulce, familia, desarrollo, aliento, sagrada, insigne, campo, pensamiento, cívica",0.0,0.8821
Filipinas,8,Pedagogía y Magisterio,"escuela, educación, maestra, ciencia, estudio, instrucción, aula, pedagogía",1,"mujer, ciencia, vida, mulas, pepe, palabra, tumba, querida, niño, mes",0.1118,0.7927,3,"impulsos, hábito, enseñanza, termina, sitio, poderoso, niños, principios, fabricados, dignos",0.0,0.8494
